task_id,iot_id,task_size_MB,cpu_frequency_GHz,cpu_cycles_per_bit,delay_deadline_ms,Location_Lat,Location_Lon,distance_m,uplink_data_rate_Mbps,uplink_power_transfer_mW,offload_ratio,energy_deadline_mJ,task_gen_time_ms,Priority_Score,closest_mec_uav_id,mec_uav_lat,mec_uav_lon,closest_mec_uav_area,mec_uav_cpu_GHz,mec_uav_obstacle_distance_m,mec_uav_remaining_energy_mAh,mec_uav_weather_condition,mec_uav_wind_speed_mps,mec_uav_visibility_km,mec_uav_precipitation_mmh,mec_uav_humidity_pct,mec_uav_temperature_c
T2712,D366,1654.69,0.43,237647.1,780,23.731907595822875,90.41759155321338,8732.22255569299,0.4424162322605371,120.18,0.91,3145858239.19,1735762710000.0,0.34735084,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T1815,D366,80.42,0.31,350614.12,722,23.731907595822875,90.41759155321338,8732.22255569299,0.2060963518795855,116.1,0.51,225571100.24,1735765519000.0,0.31398365,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T1115,D366,975.54,1.13,91324.76,315,23.731907595822875,90.41759155321338,8732.22255569299,0.2962757217178555,113.59,0.69,712727650.96,1735722467000.0,0.63236564,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T335,D366,1578.83,0.46,205822.87,1195,23.731907595822875,90.41759155321338,8732.22255569299,0.1194,109.53,0.58,2599674574.74,1735754390000.0,0.3514153,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T2761,D366,1514.11,1.91,42403.94,234,23.731907595822875,90.41759155321338,8732.22255569299,0.1763303688323311,126.52,0.63,513633836.75,1735755921000.0,0.5111676,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T4616,D366,41.84,0.73,137870.43,2000,23.731907595822875,90.41759155321338,8732.22255569299,0.1505936916522292,116.49,0.45,46147990.33,1735725571000.0,0.36449894,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T2531,D366,3037.3500000000004,5.0,232512.29,50,23.731907595822875,90.41759155321338,8732.22255569299,0.4491333179818836,126.54,0.85,1883256544.08,1735752289000.0,0.3381381,U6,23.733136,90.416884,Jatrabari,4.63,88.9,20536,thunderstorm,15.6,0.9,65.9,97,30.3
T4105,D367,29.75,0.96,117816.35,1732,23.759937567760065,90.36753408497174,7231.455134700678,0.1310067985668693,88.4,0.43,28040291.3,1735740004000.0,0.60453385,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3618,D367,89.66,0.83,110013.84,1845,23.759937567760065,90.36753408497174,7231.455134700678,0.4079872102645079,124.31,0.71,78910727.16,1735774363000.0,0.4206271,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T638,D367,424.24,1.38,61588.51,1558,23.759937567760065,90.36753408497174,7231.455134700678,0.1772008440859335,94.93,0.52,209026475.86,1735762272000.0,0.44056225,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T216,D367,124.24,0.13,832082.11,607,23.759937567760065,90.36753408497174,7231.455134700678,0.1450236560299452,111.24,0.46,827023050.77,1735710007000.0,0.42565924,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T348,D367,2824.86,0.01,135656.86,10000,23.759937567760065,90.36753408497174,7231.455134700678,0.0543469998600652,105.64,0.45,1021897700.11,1735726377000.0,0.35842165,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2443,D367,463.83,0.43,270868.27,516,23.759937567760065,90.36753408497174,7231.455134700678,0.181202859373806,99.07,0.53,1005094637.39,1735733684000.0,0.5121353,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4528,D367,533.78,1.28,86482.48,1193,23.759937567760065,90.36753408497174,7231.455134700678,0.0816297187221539,99.09,0.44,369300945.4,1735733623000.0,0.31700298,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3182,D367,269.52,1.12,80787.33,293,23.759937567760065,90.36753408497174,7231.455134700678,0.2129592823484086,122.0,0.54,174190409.45,1735740280000.0,0.40386605,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4322,D367,201.31,1.34,76164.27,989,23.759937567760065,90.36753408497174,7231.455134700678,0.1167,117.14,0.44,122661033.55,1735720785000.0,0.5190255,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2956,D367,164.42,1.68,48609.08,1071,23.759937567760065,90.36753408497174,7231.455134700678,0.0789018656868139,124.31,0.39,63938439.47,1735714256000.0,0.5792181,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1277,D368,56.05,1.93,43526.02,728,23.759749322879525,90.36692007052964,7287.280086563819,0.2095450085376859,96.97,0.51,19517067.37,1735733962000.0,0.4421106,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1516,D368,52.15,1.48,67229.57,813,23.759749322879525,90.36692007052964,7287.280086563819,0.2516006820480394,119.07,0.55,28048176.6,1735695351000.0,0.52030295,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T645,D368,900.27,1.43,74724.73,623,23.759749322879525,90.36692007052964,7287.280086563819,0.1995855948339097,118.28,0.59,538179461.42,1735727507000.0,0.4954517,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1397,D368,50.49,0.49,234958.27,775,23.759749322879525,90.36692007052964,7287.280086563819,0.1333,118.48,0.44,94904344.42,1735718700000.0,0.34278318,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4491,D368,541.6,1.9,49007.81,1082,23.759749322879525,90.36692007052964,7287.280086563819,0.1377,119.51,0.49,212341039.17,1735724029000.0,0.4335946,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1720,D368,92.63,1.62,55809.61,1142,23.759749322879525,90.36692007052964,7287.280086563819,0.4725724196867795,130.85,0.77,41357153.39,1735706225000.0,0.29482266,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1541,D368,613.49,1.8,58358.11,1220,23.759749322879525,90.36692007052964,7287.280086563819,0.3072802472523385,130.44,0.67,286416935.23,1735774678000.0,0.5487928,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T882,D368,34.79,1.42,62315.81,369,23.759749322879525,90.36692007052964,7287.280086563819,0.4342931089876452,123.31,0.73,17343736.24,1735774356000.0,0.5287028,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4688,D368,1753.78,0.34,328609.58,1687,23.759749322879525,90.36692007052964,7287.280086563819,0.0812,96.08,0.56,4610471273.7,1735775445000.0,0.46258768,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3057,D368,1908.9,1.23,92888.0,1501,23.759749322879525,90.36692007052964,7287.280086563819,0.0632,87.07,0.56,1418511225.6,1735700464000.0,0.34781536,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3738,D369,76.32,1.33,85365.53,561,23.76034444189525,90.36647129296732,7265.703064719179,0.4017880827462073,104.92,0.7,52120778.0,1735729519000.0,0.6848551,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T126,D369,1363.77,0.59,187955.96,859,23.76034444189525,90.36647129296732,7265.703064719179,0.2230158739282897,115.88,0.66,2050629596.55,1735694636000.0,0.53323174,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3786,D369,870.42,1.33,80872.46,1963,23.76034444189525,90.36647129296732,7265.703064719179,0.2161145682337349,95.19,0.6,563144053.07,1735742971000.0,0.41915613,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4368,D369,443.76,0.98,106474.53,845,23.76034444189525,90.36647129296732,7265.703064719179,0.1571983672914588,107.78,0.5,377993099.46,1735748497000.0,0.52467704,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4809,D369,167.31,5.0,134087.76,10000,23.76034444189525,90.36647129296732,7265.703064719179,0.1344,103.67,0.44,59824595.0,1735772026000.0,0.3462283,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T286,D369,891.97,1.98,45333.74,1833,23.76034444189525,90.36647129296732,7265.703064719179,0.422804865526935,114.96,0.81,323490688.54,1735758025000.0,0.41873035,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1642,D369,1133.91,0.61,168848.01,1773,23.76034444189525,90.36647129296732,7265.703064719179,0.0984,111.63,0.52,1531667576.15,1735691423000.0,0.5345091,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2693,D369,1459.56,0.55,198768.83,325,23.76034444189525,90.36647129296732,7265.703064719179,0.2742599572070608,110.24,0.72,2320920268.12,1735740710000.0,0.24430737,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2320,D369,1166.91,1.88,48501.69,898,23.76034444189525,90.36647129296732,7265.703064719179,0.2121947877822414,106.24,0.63,452776856.62,1735754437000.0,0.6673199,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3976,D370,781.77,0.58,175616.39,1148,23.76062737883218,90.36730061804386,7187.3895716912975,0.1739379250777183,107.88,0.55,1098333001.68,1735689859000.0,0.5041225,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T744,D370,57.88,1.56,60626.59,1818,23.76062737883218,90.36730061804386,7187.3895716912975,0.3923345016298878,118.3,0.69,28072536.23,1735746773000.0,0.5812697,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T26,D370,835.99,1.66,70789.31,1199,23.76062737883218,90.36730061804386,7187.3895716912975,0.4455287466286531,123.88,0.82,473433242.14,1735775519000.0,0.49134853,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1438,D370,782.17,1.37,73425.24,1978,23.76062737883218,90.36730061804386,7187.3895716912975,0.1378,118.41,0.52,459448159.77,1735728239000.0,0.65330726,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1392,D370,12.33,0.17,684760.66,1545,23.76062737883218,90.36730061804386,7187.3895716912975,0.0846543272636451,101.96,0.38,67544791.5,1735696738000.0,0.58800507,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3887,D370,515.85,0.84,134940.18,1264,23.76062737883218,90.36730061804386,7187.3895716912975,0.2187738146371019,117.32,0.57,556871134.82,1735724425000.0,0.53710264,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3123,D370,978.8,0.31,322646.72,1710,23.76062737883218,90.36730061804386,7187.3895716912975,0.2480593433955754,106.85,0.65,2526452876.29,1735734378000.0,0.40433058,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2879,D370,77.62,1.97,51703.11,1630,23.76062737883218,90.36730061804386,7187.3895716912975,0.114,96.59,0.42,32105563.19,1735758075000.0,0.34320897,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1120,D371,647.49,1.95,42602.05,565,23.75882685647209,90.36577747298298,7440.440475454305,0.2615159122221694,114.31,0.62,220675210.84,1735756999000.0,0.61289495,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T739,D371,47.07,1.76,47021.21,1093,23.75882685647209,90.36577747298298,7440.440475454305,0.4780155056672461,122.46,0.77,17706306.84,1735721172000.0,0.4699037,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4005,D371,900.44,1.04,99620.97,974,23.75882685647209,90.36577747298298,7440.440475454305,0.2235333631550466,104.15,0.61,717621649.81,1735769879000.0,0.5957469,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1096,D371,473.54,1.1,86321.08,1691,23.75882685647209,90.36577747298298,7440.440475454305,0.4550046133705915,128.65,0.8,327011873.79,1735726694000.0,0.38125998,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2841,D371,0.5195000000000001,5.0,256549.54,10000,23.75882685647209,90.36577747298298,7440.440475454305,0.4318589677452614,104.05,0.72,21324397.76,1735746593000.0,0.51747715,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3398,D371,808.73,1.86,46519.03,1149,23.75882685647209,90.36577747298298,7440.440475454305,0.2464577689027314,115.96,0.63,300970681.06,1735747064000.0,0.5279673,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2695,D371,1614.03,1.2,71820.21,1188,23.75882685647209,90.36577747298298,7440.440475454305,0.3679306846105178,114.64,0.83,927359788.37,1735691055000.0,0.25162336,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2495,D371,343.11,0.19,505151.95,272,23.75882685647209,90.36577747298298,7440.440475454305,0.1440765596414612,101.76,0.48,1386581484.52,1735700046000.0,0.49901292,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T108,D372,300.55,0.22,536228.02,1149,23.76028664860203,90.36676965482224,7251.099496906432,0.1108000101772269,122.36,0.44,1289306651.29,1735759885000.0,0.50779986,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2281,D372,494.36,1.12,99660.06,820,23.76028664860203,90.36676965482224,7251.099496906432,0.1241,117.35,0.47,394143578.09,1735741454000.0,0.54333484,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2633,D372,774.18,1.64,70764.93,1700,23.76028664860203,90.36676965482224,7251.099496906432,0.1398,112.64,0.52,438278348.06,1735771878000.0,0.42178833,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3816,D372,871.89,1.79,46748.97,1320,23.76028664860203,90.36676965482224,7251.099496906432,0.3327464920093038,110.18,0.72,326079675.63,1735771786000.0,0.50927085,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2514,D372,22.57,0.84,130692.65,1409,23.76028664860203,90.36676965482224,7251.099496906432,0.4484332029189417,105.16,0.74,23597864.88,1735771178000.0,0.6445977,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2547,D372,931.06,0.81,120947.06,1701,23.76028664860203,90.36676965482224,7251.099496906432,0.4900278872181399,142.78,0.88,900871757.47,1735730127000.0,0.46827793,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3353,D372,1834.94,1.94,48611.6,457,23.76028664860203,90.36676965482224,7251.099496906432,0.2671111626641728,99.8,0.75,713594954.43,1735703114000.0,0.5026903,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3898,D372,17.25,0.34,290864.36,1872,23.76028664860203,90.36676965482224,7251.099496906432,0.1191,117.85,0.42,40139281.68,1735709792000.0,0.41656262,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2298,D373,95.2,0.2,434976.86,1660,23.75957533649815,90.36537695898818,7402.930565251968,0.0500656727258803,105.3,0.36,331278376.58,1735745914000.0,0.21686263,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4070,D373,91.25,1.4,60345.71,1543,23.75957533649815,90.36537695898818,7402.930565251968,0.4931999770855121,123.11,0.79,44052368.3,1735712320000.0,0.33484784,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1758,D373,597.97,0.68,129356.05,385,23.75957533649815,90.36537695898818,7402.930565251968,0.4180238324672931,120.32,0.77,618808297.75,1735705908000.0,0.59315336,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3307,D373,923.48,0.28,354906.26,616,23.75957533649815,90.36537695898818,7402.930565251968,0.2856515585371268,123.71,0.68,2621990663.88,1735745366000.0,0.47125855,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T927,D373,53.27,0.81,127685.14,713,23.75957533649815,90.36537695898818,7402.930565251968,0.1605190357575037,124.51,0.46,54414299.26,1735760264000.0,0.48964533,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2352,D373,1595.42,1.99,55898.24,1060,23.75957533649815,90.36537695898818,7402.930565251968,0.2829720435618525,125.06,0.74,713449360.49,1735708762000.0,0.45685875,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1142,D373,437.15,0.58,206388.29,820,23.75957533649815,90.36537695898818,7402.930565251968,0.4273460048056609,125.19,0.76,721781127.79,1735711910000.0,0.4099821,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3124,D373,724.16,1.16,101856.69,952,23.75957533649815,90.36537695898818,7402.930565251968,0.3001940892307964,136.12,0.67,590084325.04,1735742644000.0,0.34042194,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T471,D373,880.43,1.69,67864.57,984,23.75957533649815,90.36537695898818,7402.930565251968,0.4979794769520129,131.78,0.88,478000026.92,1735692177000.0,0.72820926,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1506,D373,55.99,0.55,211716.29,1444,23.75957533649815,90.36537695898818,7402.930565251968,0.0980265512877464,101.59,0.4,94831960.62,1735761334000.0,0.5653215,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3577,D373,83.62,0.97,87100.82,1936,23.75957533649815,90.36537695898818,7402.930565251968,0.4921374915365601,133.31,0.79,58266964.55,1735734676000.0,0.54747665,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3947,D374,825.15,0.63,161352.17,1455,23.76224270061828,90.36702044563664,7068.906276540394,0.3130904777551071,116.98,0.69,1065117944.6,1735709636000.0,0.4664973,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1435,D374,182.29,1.39,77068.39,1103,23.76224270061828,90.36702044563664,7068.906276540394,0.3055766588021005,120.01,0.62,112390374.5,1735707244000.0,0.6244303,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4457,D374,376.66,1.79,56609.71,480,23.76224270061828,90.36702044563664,7068.906276540394,0.2116167451813969,120.97,0.55,170580906.95,1735707386000.0,0.3681763,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3652,D374,280.18,0.27,342405.41,244,23.76224270061828,90.36702044563664,7068.906276540394,0.068407187768984,108.43,0.4,767481182.19,1735717285000.0,0.47400686,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T919,D374,53.4005,0.01,109215.11,50,23.76224270061828,90.36702044563664,7068.906276540394,0.3921998636788598,122.17,0.8,933142637.05,1735746224000.0,0.5002516,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1976,D374,56.34,1.25,78067.75,605,23.76224270061828,90.36702044563664,7068.906276540394,0.1741399128337482,103.34,0.48,35186696.28,1735761183000.0,0.38536313,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4644,D374,93.25,0.83,123125.41,624,23.76224270061828,90.36702044563664,7068.906276540394,0.2075178941036704,132.62,0.51,91851555.86,1735749355000.0,0.4274399,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T634,D374,59.6,0.54,171161.63,351,23.76224270061828,90.36702044563664,7068.906276540394,0.2901673898081767,118.16,0.59,81609865.18,1735725629000.0,0.35408622,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4861,D374,1710.07,0.35,264681.16,1165,23.76224270061828,90.36702044563664,7068.906276540394,0.1398,106.55,0.62,3620986490.25,1735708673000.0,0.56241834,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2079,D375,89.45,0.46,199708.34,1926,23.76177958111833,90.36634547074912,7152.8227115906575,0.1109,113.47,0.42,142911288.1,1735752177000.0,0.6778875,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2368,D375,1.35,1.05,99006.61,800,23.76177958111833,90.36634547074912,7152.8227115906575,0.0972228941374485,116.51,0.4,1069271.39,1735758224000.0,0.26408768,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T425,D375,558.87,1.73,67973.23,1519,23.76177958111833,90.36634547074912,7152.8227115906575,0.3809072619316851,120.9,0.73,303905592.4,1735762687000.0,0.36283445,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4502,D375,28.16,1.24,86872.22,1189,23.76177958111833,90.36634547074912,7152.8227115906575,0.1357438452068928,98.27,0.44,19570573.72,1735747160000.0,0.50474185,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1280,D375,1471.96,1.56,70579.79,1480,23.76177958111833,90.36634547074912,7152.8227115906575,0.2814236159344877,109.77,0.73,831125021.51,1735714904000.0,0.42778826,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2460,D375,840.15,0.66,137826.7,875,23.76177958111833,90.36634547074912,7152.8227115906575,0.1336559904042797,94.53,0.52,926360816.04,1735750089000.0,0.5547153,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3963,D375,80.88,1.94,44754.14,304,23.76177958111833,90.36634547074912,7152.8227115906575,0.1781330434880276,106.99,0.48,28957718.75,1735750528000.0,0.505787,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T4382,D375,115.08,0.38,315350.36,817,23.76177958111833,90.36634547074912,7152.8227115906575,0.1159,106.02,0.43,290324155.43,1735770996000.0,0.5449993,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2954,D375,1183.84,0.84,132609.33,1569,23.76177958111833,90.36634547074912,7152.8227115906575,0.214908210715412,108.89,0.64,1255905833.82,1735712543000.0,0.5321479,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3556,D375,918.18,0.67,147226.83,382,23.76177958111833,90.36634547074912,7152.8227115906575,0.1113629202011846,116.51,0.51,1081445846.16,1735716278000.0,0.48561957,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1733,D375,1543.12,0.65,147349.72,267,23.76177958111833,90.36634547074912,7152.8227115906575,0.3011552364520852,102.8,0.76,1819026399.41,1735725618000.0,0.5437219,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3074,D376,1321.74,1.92,49477.74,1400,23.76091184476457,90.36697991368472,7184.101729271649,0.4262923769135728,126.36,0.86,523173664.54,1735765224000.0,0.4770649,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2726,D376,64.49,1.48,54911.65,1013,23.76091184476457,90.36697991368472,7184.101729271649,0.445266601340705,111.7,0.74,28330018.47,1735760151000.0,0.6797068,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1449,D376,45.37,1.65,70731.96,568,23.76091184476457,90.36697991368472,7184.101729271649,0.4700149471380345,134.69,0.77,25672872.2,1735744055000.0,0.47056174,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1683,D376,1011.77,1.54,76050.58,1802,23.76091184476457,90.36697991368472,7184.101729271649,0.1057531238640177,85.02,0.51,615565562.61,1735692310000.0,0.6498234,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T3864,D376,99.27,1.31,71274.63,816,23.76091184476457,90.36697991368472,7184.101729271649,0.282403671055283,115.97,0.59,56603460.16,1735728019000.0,0.52099967,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T2745,D376,679.26,1.24,79675.96,866,23.76091184476457,90.36697991368472,7184.101729271649,0.1016421280347773,114.81,0.47,432965540.72,1735710841000.0,0.61432725,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
T1351,D376,809.44,0.69,130224.27,1359,23.76091184476457,90.36697991368472,7184.101729271649,0.1879066637368018,113.41,0.57,843269864.87,1735740958000.0,0.6181594,U1,23.761866,90.362113,Mirpur,2.8,104.2,21204,thunderstorm,20.8,0.6,35.5,90,29.4
